,customer_id,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,credit_limit,total_revolving_bal,active_customer
1992,714902283,43,M,0,1,married,3,blue,36,5,7866.0,0,True
1993,789309558,31,M,2,3,married,0,blue,21,6,2718.0,1920,True
1994,713188383,54,F,1,3,married,0,blue,36,4,3084.0,2517,True
1995,719506983,52,M,3,2,married,3,blue,42,5,17302.0,1339,True
1996,714804483,48,M,3,3,divorced,1,blue,36,3,12159.0,1665,True
1997,748503708,54,F,1,1,single,0,blue,47,6,2797.0,1627,True
1998,803587533,33,M,1,0,single,2,blue,28,6,2618.0,1812,True
1999,789777408,26,F,0,4,single,0,blue,15,3,1442.0,1428,False
2000,716811483,30,F,2,0,married,0,blue,24,4,2063.0,0,True
2001,714118383,49,F,5,2,married,0,blue,43,4,8154.0,0,True
2004,715310208,53,M,3,0,married,3,blue,36,3,11450.0,2129,True
2005,718577958,39,M,2,0,married,4,blue,26,2,8906.0,0,False
2006,789167658,34,M,3,3,married,2,blue,23,5,4245.0,1815,True
2007,789987183,53,M,2,3,married,3,blue,45,4,21953.0,1311,True
2008,717730533,32,M,0,2,single,1,blue,21,6,1614.0,925,True
2009,708668283,39,M,2,2,married,3,blue,22,5,5140.0,2517,True
2010,772360683,57,M,1,1,married,4,blue,46,3,31762.0,2517,True
2013,826068183,36,M,1,2,married,3,blue,32,4,15488.0,1463,True
2014,820044333,39,M,3,3,divorced,1,blue,34,3,2503.0,2185,True
2015,714211533,31,M,0,2,divorced,0,blue,36,4,3312.0,2491,True
2016,710287533,31,M,2,2,single,1,blue,36,3,6269.0,1169,True
2017,720603558,36,M,4,2,single,2,blue,36,3,20337.0,1605,True
2018,819258408,47,F,5,2,single,0,blue,42,4,2224.0,1106,True
2019,717664008,37,M,3,3,married,2,blue,19,2,3100.0,2517,False
2021,717327783,39,M,2,2,married,3,blue,27,4,9959.0,1476,True
2023,716129208,37,M,3,2,married,1,blue,36,3,2031.0,0,True
2024,718037433,58,M,1,2,married,3,blue,49,6,1654.0,1253,True
2025,709839858,58,F,2,2,married,0,blue,39,3,4608.0,1077,True
2026,719686458,37,M,3,2,married,1,blue,36,6,3908.0,1629,True
2027,721434483,54,M,3,2,married,3,blue,46,4,2798.0,1256,True
2028,716096358,45,F,3,0,single,0,blue,39,5,2551.0,2253,True
2030,711315783,53,M,3,2,married,1,blue,43,6,7451.0,683,True
2031,821296083,34,F,1,3,married,0,blue,30,3,2617.0,1010,True
2032,711562833,35,M,4,2,married,3,blue,24,6,12634.0,0,False
2033,716447733,32,M,3,2,married,1,blue,18,5,6407.0,963,True
2034,719591283,38,M,2,0,married,0,blue,27,6,1438.3,0,True
2035,789911808,37,M,3,0,married,3,blue,28,6,2672.0,1259,True
2037,717866133,47,F,2,2,single,0,blue,36,3,2677.0,1390,True
2039,789197508,54,M,3,1,married,2,blue,43,6,2240.0,1580,True
2040,713108433,53,M,3,3,married,3,blue,40,4,6052.0,1720,True
2041,711403383,33,F,3,3,single,0,blue,23,6,2562.0,1968,True
2042,768212583,49,M,2,2,married,2,blue,43,4,15377.0,1516,True
2043,720181758,37,M,0,5,married,4,blue,22,3,8654.0,0,False
2044,710632683,31,M,1,0,married,1,blue,24,5,1438.3,0,True
2045,711836733,43,M,3,2,single,4,blue,31,3,1438.3,0,True
2046,771183933,39,M,1,0,married,3,blue,26,6,16040.0,1220,True
2047,711327558,38,M,2,1,married,1,blue,36,3,2801.0,1980,True
2048,788971308,62,F,1,0,married,0,blue,49,5,2658.0,1158,True
2051,711817158,30,M,2,3,divorced,1,blue,22,3,3143.0,1075,True
2052,765824058,46,M,4,5,married,3,blue,39,3,5106.0,1539,True
2053,710109633,39,M,2,3,married,2,blue,31,6,9871.0,1061,True
2054,713643858,53,F,1,3,married,1,blue,43,4,1525.0,1411,True
2055,716399583,34,M,1,0,married,4,blue,36,6,19630.0,1251,True
2056,714516783,54,F,0,2,divorced,0,silver,36,4,12547.0,1378,True
2057,710490708,54,M,3,1,single,3,blue,36,4,17686.0,0,True
2058,780662133,39,M,2,0,married,2,blue,28,6,3257.0,2517,True
2059,715389708,36,F,3,2,married,0,blue,28,4,4824.0,2517,True
2060,789607983,38,M,3,1,married,1,blue,32,6,8603.0,1046,True
2062,815104608,28,F,0,2,divorced,0,blue,23,5,3818.0,584,True
2064,714159858,57,M,0,2,married,1,blue,48,4,5387.0,2047,True
2065,714225333,48,F,4,2,married,0,blue,36,5,2930.0,773,True
2067,718468158,38,M,1,0,married,2,blue,25,6,9303.0,1599,True
2069,735417408,37,M,2,1,married,2,blue,30,4,2218.0,1266,True
2071,814312308,54,F,3,0,married,1,blue,49,5,5335.0,1373,True
2072,711786108,52,M,1,2,married,2,blue,43,3,7187.0,2014,True
2073,712905708,53,F,1,2,married,0,blue,39,5,2590.0,1564,True
2074,720050208,27,F,1,1,single,0,blue,19,4,4255.0,1748,True
2075,793952133,32,F,0,1,married,0,blue,26,6,2778.0,2312,True
2076,798140283,57,M,4,2,married,4,blue,51,4,10711.0,1970,True
2077,720427683,58,M,2,0,single,4,blue,46,2,16163.0,0,False
2078,789970233,54,F,2,1,married,0,blue,45,6,2513.0,1126,True
2079,713893308,45,M,3,2,divorced,2,blue,37,4,3291.0,1607,True
2080,718843608,36,F,2,4,divorced,0,blue,25,5,8917.0,1091,True
2081,752085108,39,F,2,2,married,1,blue,29,3,4955.0,1157,True
2082,789435783,39,F,1,2,married,1,blue,30,6,2909.0,1274,True
2083,711032058,34,M,3,1,single,3,silver,21,6,34516.0,2517,True
2084,784719708,54,F,2,0,married,1,blue,43,5,1438.3,0,True
2085,804663258,54,M,2,1,married,3,blue,49,3,14015.0,2065,True
2086,716900433,36,M,2,2,married,2,blue,28,6,2540.0,1402,True
2087,720909408,37,M,2,1,divorced,4,blue,24,4,3497.0,1665,True
2088,712187808,27,M,0,0,married,1,blue,15,4,3682.0,0,True
2089,718428033,55,F,4,2,single,0,blue,41,6,4430.0,1543,True
2091,714985458,56,M,1,2,married,2,blue,36,3,15124.0,1974,True
2092,716647983,58,F,2,2,married,0,blue,53,5,7712.0,962,True
2095,715257708,38,M,1,1,married,2,blue,32,4,3657.0,1687,True
2097,709501683,33,F,1,2,single,1,blue,24,5,5830.0,1665,True
2098,711692508,54,F,2,4,married,0,blue,47,3,1438.3,0,False
2100,709674333,33,M,2,1,single,2,blue,23,4,2400.0,0,True
2101,805522758,44,F,1,5,divorced,0,blue,39,5,2311.0,1830,True
2103,717495258,34,M,3,0,married,3,blue,25,6,9131.0,916,True
2104,795052083,63,F,0,0,single,1,blue,56,3,1438.3,0,True
2105,773389908,37,F,3,1,single,0,blue,31,5,1438.3,0,True
2106,719320833,39,M,2,4,married,2,blue,36,6,5471.0,2056,True
2107,816843933,39,M,2,1,married,3,blue,34,6,8823.0,1541,True
2108,789196158,55,M,1,2,married,2,blue,44,6,2173.0,1520,True
2109,717930483,37,M,2,2,single,4,blue,25,3,5616.0,0,False
2110,773442258,57,M,1,5,married,3,blue,51,5,8571.0,1616,True
2111,719872833,45,F,2,2,divorced,0,blue,36,6,2803.0,0,True
2112,721491258,53,M,4,2,married,3,blue,36,3,3924.0,2517,True
2113,770575233,37,M,2,2,single,2,blue,23,6,5663.0,1149,True
2114,715800708,60,F,0,0,married,0,blue,49,3,3955.0,2000,True
2115,719996958,29,F,0,0,single,0,blue,23,5,7997.0,0,True
2116,719889408,56,F,4,0,married,0,blue,36,4,3652.0,1351,True
2117,708811233,37,M,2,2,married,3,blue,27,4,12702.0,2008,True
2118,794627208,43,M,1,1,married,2,blue,23,4,7189.0,1550,True
2119,719020983,58,M,1,2,married,3,blue,42,4,12421.0,2517,True
2120,719131533,29,F,0,4,divorced,0,blue,17,3,2585.0,2008,True
2121,710449983,38,M,2,1,married,4,blue,29,4,2818.0,1656,True
2123,720714933,62,F,1,2,married,0,blue,49,4,3143.0,2517,True
2125,810201783,26,F,0,2,single,1,blue,17,5,3119.0,1328,True
2126,715517733,46,F,3,1,single,0,silver,39,1,13092.0,1962,False
2127,709042908,51,F,1,3,married,1,blue,44,4,1438.3,0,True
2128,715023333,39,M,2,0,married,0,blue,34,4,3702.0,1118,True
2130,714345783,59,M,2,1,married,1,blue,50,6,2701.0,1572,True
2133,710782458,31,M,1,2,married,1,blue,20,6,2469.0,1695,True
2134,711142308,37,M,0,1,divorced,1,blue,36,3,3091.0,0,True
2135,824789283,36,M,2,1,single,1,blue,32,3,2683.0,1533,True
2137,721014858,61,F,0,2,married,0,blue,53,4,2942.0,2022,True
2138,710363433,26,M,0,1,single,0,blue,36,6,2735.0,1348,True
2139,715479483,35,M,2,3,married,3,blue,36,5,15279.0,1496,True
2140,708243483,53,M,3,3,married,4,blue,43,4,14938.0,1155,True
2141,714770808,59,M,2,1,married,0,blue,42,3,4328.0,670,True
2142,720626058,37,M,1,2,single,3,blue,24,4,34516.0,934,True
2143,709185108,38,M,3,1,married,2,blue,26,5,5824.0,1542,True
2145,719273733,37,M,2,0,married,2,blue,36,5,7959.0,998,True
2146,717348258,33,M,1,2,married,4,blue,21,4,4459.0,1899,True
2147,770882508,38,M,2,3,married,3,blue,24,4,17162.0,773,True
2148,799026633,56,M,1,0,married,4,blue,50,4,16254.0,1518,True
2149,718777008,59,M,0,1,married,3,blue,47,5,3278.0,1306,True
2150,713352183,30,M,1,4,married,0,blue,17,5,7173.0,1227,True
2151,716128083,56,M,2,1,married,1,blue,36,5,3295.0,2002,True
2153,757881258,31,M,0,2,divorced,2,blue,24,6,4232.0,2092,True
2154,715843533,26,M,1,3,single,1,blue,36,3,2703.0,1256,True
2155,717234183,29,M,1,2,married,0,blue,18,4,2710.0,629,True
2156,717260058,53,F,2,0,married,0,blue,42,6,2322.0,1284,True
2157,709710783,35,F,0,1,single,0,blue,36,4,5931.0,0,True
2159,815845758,56,F,4,1,married,0,blue,51,4,1438.3,0,True
2161,713331408,35,M,3,0,married,1,blue,36,6,8682.0,1647,True
2162,778693458,32,M,1,1,divorced,2,blue,13,3,12616.0,0,False
2164,711173883,36,M,4,2,divorced,4,blue,29,3,1651.0,770,True
2166,789261558,58,M,1,1,married,2,blue,47,3,2212.0,1392,True
2167,770647233,35,F,2,1,married,0,blue,21,5,2157.0,1188,True
2168,712826208,39,F,2,2,married,1,blue,26,5,2575.0,1424,True
2169,718181433,65,F,0,0,single,0,blue,56,6,8705.0,1453,True
2170,714460683,65,M,0,1,married,0,blue,56,3,3838.0,1736,True
2172,710787708,56,F,1,0,married,1,blue,40,4,5366.0,1271,True
2173,713800158,58,M,0,1,married,3,blue,36,6,2994.0,2351,True
2174,712551258,39,M,1,0,married,0,blue,36,3,4247.0,0,False
2175,715379133,51,F,1,3,single,0,blue,36,4,1737.0,1145,True
2176,712091433,58,M,4,0,single,1,silver,50,5,18431.0,902,True
2177,771756333,34,F,3,2,married,0,blue,23,5,2263.0,1794,True
2181,789413958,53,M,1,2,single,3,blue,43,4,11909.0,1018,True
2182,711574008,32,M,3,3,single,3,blue,21,4,21390.0,0,True
2183,714138408,49,M,3,1,married,2,blue,39,4,9264.0,629,True
2184,709334658,39,F,2,0,married,0,blue,26,4,5484.0,2517,True
2185,709564683,32,M,2,2,married,1,blue,22,3,4739.0,0,False
2186,772292358,30,M,1,3,divorced,0,blue,19,4,7970.0,0,False
2187,712933083,37,M,1,0,single,3,blue,36,6,3127.0,2378,True
2188,710497608,38,M,2,0,single,1,blue,36,5,7756.0,1670,True
2189,721443408,46,M,2,0,single,4,blue,33,6,34516.0,676,True
2190,709149408,36,M,2,0,married,2,blue,36,5,5605.0,1322,True
2191,708446808,33,M,1,4,married,3,blue,36,4,2946.0,1359,True
2192,824192658,58,F,3,4,single,0,blue,54,4,8886.0,0,True
2193,711625683,46,M,4,5,married,4,blue,36,3,3104.0,862,True
2195,717301908,54,F,2,5,married,0,blue,46,3,3312.0,1624,True
2196,718435158,50,M,3,1,married,4,blue,40,5,34516.0,0,True
2197,714797733,41,M,3,3,single,2,blue,33,6,5246.0,0,True
2199,798962058,36,F,5,2,married,0,blue,30,3,3103.0,2399,True
2203,787868958,36,M,2,1,single,3,blue,27,5,14690.0,979,True
2204,708161133,45,M,1,2,single,1,blue,32,5,6629.0,1389,True
2205,708174708,38,M,4,2,married,1,blue,27,6,5535.0,1276,True
2206,708735183,35,F,2,1,married,0,blue,22,4,2544.0,1848,True
2207,708445608,48,M,3,3,married,0,blue,37,4,3305.0,2517,True
2208,778943883,51,M,2,0,single,4,blue,36,5,34516.0,888,True
2211,714531108,31,M,1,3,married,3,blue,36,4,4260.0,1775,True
2212,711635358,40,F,4,3,single,0,blue,26,6,7291.0,2517,True
2214,813200058,63,M,0,2,married,1,blue,56,4,6500.0,1786,True
2216,715206408,31,F,1,1,single,0,blue,22,5,6662.0,0,True
2217,788684508,36,M,4,0,married,3,blue,25,4,5846.0,1732,True
2218,737933883,34,M,1,1,married,2,blue,27,3,8063.0,2149,True
2220,774437583,55,M,1,5,married,2,blue,49,6,4597.0,2442,True
2221,713104458,46,M,2,2,single,1,blue,31,3,7869.0,0,False
2222,715462008,45,M,2,3,married,2,blue,35,6,17884.0,2096,True
2223,715366083,52,F,0,5,single,0,blue,36,2,1438.3,978,False
2224,712322058,40,F,3,1,married,0,blue,32,5,2046.0,1694,True
2225,719737833,46,F,4,0,married,0,blue,36,4,6370.0,0,True
2226,789530208,54,F,2,2,married,0,blue,46,6,2737.0,2517,True
2227,717885183,36,M,1,2,single,0,blue,25,6,2622.0,2489,True
2228,716244033,44,M,3,2,married,1,blue,33,2,7266.0,906,False
2229,711614658,37,F,2,0,single,0,blue,30,6,2258.0,1338,True
2230,804598908,35,M,3,2,single,3,blue,25,3,6510.0,2055,True
2233,714038433,37,F,5,1,single,1,blue,19,4,3252.0,1987,True
2236,719729433,65,F,1,2,married,0,blue,56,4,7023.0,1726,True
2237,717192933,55,M,0,2,married,4,blue,42,3,8302.0,2517,True
2238,711734508,55,M,2,2,married,3,blue,47,3,9959.0,1209,True
2239,715153158,41,M,4,0,single,1,blue,36,4,3636.0,1884,True
2240,712149033,57,F,2,1,married,0,blue,46,5,5184.0,1856,True
2241,713901108,37,M,2,1,single,2,blue,29,6,14575.0,0,True
2243,719385558,62,F,0,3,married,1,blue,49,6,1438.3,0,True
2245,721508283,47,F,1,2,married,0,blue,36,4,8322.0,0,True
2246,757753083,44,F,0,2,married,0,silver,36,5,10110.0,1229,True
2247,797753283,34,F,1,1,married,0,blue,28,4,2707.0,2036,True
2250,780865308,40,M,4,0,married,3,blue,23,6,9760.0,1657,True
2251,708423933,51,M,2,5,single,1,blue,40,3,6103.0,0,True
2252,714321408,65,M,1,1,married,1,blue,56,6,2246.0,1326,True
2253,771852483,46,M,3,2,single,3,blue,35,6,4930.0,0,True
2254,708185208,27,M,0,2,single,1,blue,16,4,3178.0,1118,True
2257,713237958,34,M,0,2,married,1,blue,17,4,2638.0,2092,True
2258,715956258,35,F,1,0,married,0,blue,36,3,2004.0,0,True
2259,769196433,55,F,2,4,married,0,blue,49,4,2414.0,2276,True
2260,778942233,60,F,0,5,married,0,blue,45,5,1438.3,648,True
2261,708651933,56,M,2,2,married,2,blue,44,3,2043.0,1928,True
2262,720467583,52,M,2,1,single,3,blue,46,3,34516.0,2517,True
2263,716549058,45,F,4,0,married,1,blue,36,3,3111.0,2290,True
2264,713533983,56,M,1,2,married,4,blue,48,6,2585.0,1207,True
2265,787463508,26,M,0,2,single,0,blue,13,5,2469.0,2410,False
2267,708980283,34,M,3,1,married,3,blue,23,5,4185.0,2517,True
2268,719484408,39,M,3,0,married,2,blue,36,6,4759.0,1459,True
2269,710023233,36,M,3,2,single,4,blue,36,6,24457.0,1300,True
2271,778381608,48,M,4,5,single,3,blue,28,3,6572.0,417,False
2273,709932558,39,F,2,0,married,0,blue,26,5,3471.0,2517,True
2274,780219483,61,F,0,2,married,0,blue,51,4,2250.0,1041,True
2276,715143333,45,F,1,1,divorced,0,blue,36,6,9433.0,1578,True
2277,801048483,34,M,3,0,divorced,4,blue,28,4,9180.0,1814,True
2278,711913833,37,M,3,2,married,1,blue,36,4,8818.0,1437,True
2279,715413483,44,F,3,2,single,0,blue,36,5,4066.0,1028,True
2280,715750758,56,M,1,0,married,3,blue,36,6,9031.0,1535,True
2282,710458758,65,F,0,2,married,0,blue,53,5,4161.0,2491,True
2283,719494983,26,M,0,2,single,0,blue,15,6,2740.0,2069,True
2285,772637058,34,M,3,0,married,2,blue,24,3,8167.0,1740,True
2286,718229133,51,M,2,3,married,4,blue,41,6,23742.0,0,True
2288,781089708,30,M,0,2,divorced,3,blue,23,6,26783.0,1285,True
2289,773082033,35,M,1,4,married,3,blue,27,3,25516.0,1363,True
2290,815288583,32,M,0,2,married,1,blue,27,3,4815.0,1591,True
2292,709164408,32,M,1,0,married,0,blue,23,1,2218.0,1696,False
2293,710567508,53,M,3,1,married,3,blue,44,4,23462.0,2202,True
2294,719427333,55,M,3,3,married,2,blue,36,5,2252.0,1737,True
2296,709785783,35,F,0,2,single,0,blue,25,5,2300.0,0,False
2297,809290308,31,F,0,2,married,0,blue,26,3,3540.0,1173,True
2299,779783508,45,M,2,2,married,1,blue,34,5,13129.0,901,True
2301,719207733,61,F,0,1,married,0,blue,53,5,3396.0,802,True
2302,715533108,31,F,0,0,single,0,blue,20,4,4712.0,955,True
2303,714816258,37,M,2,2,single,2,blue,36,4,7638.0,947,True
2304,787573683,41,M,3,4,married,2,blue,34,4,2624.0,1319,True
2305,804310758,58,M,3,2,married,4,blue,52,5,17934.0,1578,True
2306,792912708,45,M,5,2,married,1,silver,39,3,15198.0,2098,True
2307,719078283,57,F,4,1,married,0,blue,47,5,3191.0,2517,True
2310,780094008,55,M,3,5,married,4,blue,40,4,12875.0,1119,True
2311,716420358,41,F,2,1,married,1,blue,36,5,2602.0,1490,True
2312,825756333,55,F,0,0,married,0,blue,51,4,2041.0,1885,True
2313,755273658,52,F,2,2,married,0,blue,45,3,2548.0,1683,True
2314,709096908,57,M,2,2,married,4,blue,49,6,4698.0,984,True
2316,721205508,47,M,4,1,married,3,blue,36,3,8217.0,0,True
2317,786493908,42,F,4,0,single,0,silver,36,4,10091.0,0,True
2318,803963808,39,M,3,2,single,3,blue,34,4,19074.0,0,True
2319,806170158,39,M,4,2,single,2,gold,34,3,34516.0,542,True
2320,751469808,36,M,3,2,married,4,blue,29,5,12852.0,1945,True
2321,721055058,36,M,2,0,married,2,blue,21,4,12763.0,2517,True
2322,709794333,29,M,0,2,married,0,blue,19,6,2827.0,1430,True
2324,714327183,37,F,4,2,married,0,blue,28,4,1825.0,1389,True
2325,808909008,61,M,0,4,married,0,blue,56,6,1438.3,0,True
2326,716207508,36,M,3,1,married,2,blue,36,5,5497.0,1517,True
2327,768965208,51,F,1,2,married,1,blue,45,5,6778.0,865,True
2328,720185058,46,M,3,2,married,2,blue,36,2,4267.0,0,False
2329,715220508,31,F,0,1,married,0,blue,22,4,3273.0,2517,True
2330,712112733,33,M,2,5,single,1,blue,25,5,9371.0,1541,True
2331,712298883,50,F,3,1,single,0,blue,38,3,1438.3,663,True
2334,719089383,48,M,2,1,married,1,blue,29,3,6168.0,2371,True
2337,720986958,50,F,2,2,divorced,1,blue,40,6,8307.0,2517,True
2338,709473708,39,M,3,2,married,3,blue,31,4,30753.0,1661,True
2339,708593883,39,M,2,3,married,2,blue,26,3,2731.0,1573,True
2342,717399183,37,M,1,2,married,3,blue,26,6,8058.0,1176,True
2346,716610558,65,F,0,1,single,1,blue,36,3,10962.0,1559,True
2349,779925033,38,F,4,2,married,1,blue,22,4,2997.0,1969,True
2350,790225758,41,M,2,3,single,3,blue,35,6,2647.0,620,True
2351,713879283,55,F,2,2,married,0,blue,47,3,4580.0,1300,True
2356,718162908,55,M,3,3,married,3,blue,42,3,26101.0,614,True
2357,708664008,57,M,3,3,married,3,blue,45,6,14270.0,0,True
2359,770781558,35,F,2,2,married,0,blue,21,5,3230.0,2517,True
2360,790048158,46,F,4,3,married,0,blue,38,3,8881.0,1865,True
2363,721378008,31,M,0,0,divorced,1,blue,21,6,2621.0,1461,True
2365,794551383,50,F,3,3,single,0,blue,32,5,4419.0,1218,True
2366,820981383,44,F,4,1,divorced,0,blue,39,5,9235.0,1796,True
2367,713366583,63,F,1,1,married,0,blue,56,6,3055.0,1685,True
2368,767311008,41,M,1,2,divorced,3,blue,35,6,19412.0,770,True
2370,712727283,55,M,1,2,married,2,blue,36,4,4666.0,1275,True
2371,716059608,48,F,4,3,single,0,blue,38,4,4894.0,1505,True
2372,708292833,35,M,2,1,single,4,blue,36,4,27389.0,1250,True
2373,720013083,30,F,0,4,single,0,blue,18,6,2132.0,797,True
2374,710540883,37,M,3,1,single,3,blue,24,5,6590.0,0,True
2375,709212183,53,F,2,2,married,0,blue,36,6,3176.0,1470,True
2376,713424108,37,M,1,2,single,2,blue,27,4,4288.0,2349,True
2378,815001108,48,M,2,5,single,0,blue,43,3,5945.0,1685,True
2379,709802208,37,M,1,2,married,1,blue,17,3,3350.0,0,True
2380,713445183,35,M,1,1,married,2,blue,26,4,4008.0,1841,True
2381,717310458,35,F,3,2,single,0,blue,27,3,5780.0,938,True
2387,772776033,33,M,2,3,single,3,blue,23,3,7081.0,1874,True
2388,719804208,36,M,2,2,married,1,blue,28,5,6824.0,1873,True
2389,715077483,47,F,3,5,married,0,blue,36,4,1438.3,772,True
2390,717000858,41,M,2,2,married,0,blue,29,3,2683.0,1738,True
2391,792402483,46,M,4,2,single,2,blue,40,5,12280.0,985,True
2392,712973733,58,M,4,2,married,2,blue,36,3,14607.0,1480,True
2393,813213558,53,F,1,5,single,0,blue,48,4,2267.0,1469,True
2396,711426033,49,M,2,2,married,3,blue,39,3,11332.0,946,True
2397,719233833,35,F,3,1,married,0,blue,23,3,3073.0,526,True
2398,716864733,47,M,3,3,married,4,silver,27,6,34516.0,2315,True
2399,821168733,38,M,3,2,married,2,blue,34,6,5323.0,2301,True
2400,710135058,56,M,1,2,married,3,blue,44,3,9078.0,1501,True
2401,720228708,56,M,2,1,married,4,blue,46,4,27029.0,1347,True
2402,718618458,38,M,3,1,single,2,blue,25,5,9859.0,1305,True
2403,719470458,46,M,3,3,single,3,blue,39,1,4026.0,243,False
2404,719587158,37,M,1,1,single,1,blue,25,3,2608.0,1799,True
2406,718589133,65,F,1,2,single,0,blue,56,6,4613.0,1619,True
2407,789235383,38,M,4,3,married,3,blue,27,5,10386.0,1909,True
2409,713548158,26,M,0,3,single,1,blue,36,5,2657.0,1611,True
2410,720264783,58,F,2,2,married,0,blue,44,4,5031.0,1327,True
2411,715319958,48,M,3,0,married,4,blue,36,5,34516.0,787,False
2413,809990883,48,F,3,2,single,0,blue,43,6,2423.0,1773,True
2414,714412308,33,M,3,2,married,3,blue,36,6,7140.0,0,False
2415,772303458,62,F,0,5,married,1,blue,51,3,3377.0,948,True
2416,721243083,55,M,3,0,divorced,3,blue,41,1,34516.0,2408,False
2417,711990933,40,F,2,2,single,0,blue,29,4,2295.0,0,True
2418,819977058,46,M,2,1,single,1,blue,41,3,3150.0,1543,True
2419,721467258,58,M,1,1,married,1,blue,36,3,2165.0,1135,True
2422,713303733,53,M,1,2,married,4,blue,41,6,1612.0,744,True
2423,711129483,45,M,3,2,married,2,blue,36,3,14593.0,1504,True
2424,779618433,48,M,4,0,single,1,blue,38,6,8327.0,1551,True
2425,797757333,43,M,3,4,married,2,gold,37,6,34516.0,1580,True
2426,814497483,60,M,0,0,married,2,blue,55,6,6479.0,1393,True
2427,709623483,56,M,2,1,married,4,blue,41,4,18442.0,1470,True
2428,709056558,43,F,3,3,married,1,blue,31,5,2800.0,2517,True
2429,708238833,57,F,3,1,married,0,blue,36,6,3032.0,2215,True
2430,813261408,52,F,1,0,married,1,blue,47,6,2151.0,1338,True
2432,798022683,43,M,1,2,married,3,blue,37,4,25517.0,321,False
2433,769756983,38,M,3,2,married,2,blue,32,3,7709.0,2227,True
2434,712674183,53,M,2,3,married,1,blue,33,3,4065.0,2180,True
2436,713625483,58,M,2,3,married,3,blue,44,3,11811.0,2508,True
2437,716869458,34,F,3,3,single,0,blue,36,3,7440.0,704,True
2438,788723133,36,M,1,1,single,1,blue,20,5,12714.0,976,True
2439,794462133,55,F,0,2,single,1,blue,35,5,3735.0,1978,True
2440,712604133,54,M,1,0,married,3,blue,43,3,25882.0,1699,True
2441,714397983,36,M,2,3,married,1,blue,36,4,3877.0,1495,True
2443,715898058,53,M,2,2,married,4,blue,36,5,11023.0,0,True
2445,711367308,37,M,3,0,single,1,blue,19,3,2186.0,1185,True
2446,790186458,45,M,3,0,single,3,blue,39,3,17996.0,864,True
2447,712040433,54,F,1,1,married,0,blue,43,6,2306.0,2200,True
2448,709616958,38,M,2,1,single,2,silver,30,4,26556.0,1583,True
2449,714633858,35,F,2,3,married,0,blue,18,3,5779.0,2517,True
2450,794818833,36,F,1,0,single,0,blue,30,6,5494.0,2078,True
2451,711219333,33,M,1,4,married,4,blue,14,6,7571.0,2264,True
2452,713384508,28,M,1,1,single,0,blue,14,4,2897.0,1398,True
2453,772514808,36,F,2,0,single,1,blue,26,3,3131.0,2379,True
2454,710808108,34,F,3,3,divorced,0,blue,27,3,4274.0,2517,True
2455,778973658,55,M,0,5,married,2,blue,36,4,4980.0,906,True
2456,712005108,61,F,0,4,married,0,blue,48,3,3156.0,2155,True
2457,804577833,44,F,2,2,married,0,blue,39,5,6861.0,2101,True
